id,title,description,video_id,language_id,video_duration,genre
228,The Trouble with the Truth | Full Movie Romance Drama | Lea Thompson,"***This film is under license from ITN Distribution. All rights reserved.***

The Trouble with the Truth - Musician and starving artist Robert reconsiders his own failed marriage to Emily after his daughter announces that she's engaged.

2011
Stars: Lea Thompson, John Shea, Danielle Harris 

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",_JegI9la69U,1,1h 35m 56s,Drama
229,The Umbrella Man | Gripping Drama Movie | JFK Conspiracy,"The Umbrella Man - While trying to discover more about the acquitted killer of his son, Peter Brennan becomes fixated on the story of The Umbrella Man, a suspected shooter in the assassination of President John F. Kennedy.  *SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox 
**This film is under license from Factory Film Studio. All rights reserved**
2016.  Stars: Carter Roy, Rachael Carpani, Abbie Cobb

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",NzTklW-yjF0,1,1h 43m 28s,Drama
230,The Yank | Comedy | Full Movie | Colm Meaney | Fred Willard | Happy St Patrick's Day!,"The Yank - Shot on location in Cleveland, Dublin and County Clare, Ireland, ""The Yank"" is a farcical satire on Irish America and it's ""paddywhackery."" It's the story of Tom Murphy, a middle-aged Cleveland bachelor whose view of Ireland comes from The Quiet Man, starring John Wayne. He also tends to let the expectations of his family get in the way of finding true love. So when his best friend, Marty, decides to get married in Ireland, Tom's family and friends send him off on a side splitting epic adventure. Tom does not know it yet, but he's about to come face to face with the real Ireland.
2014: Stars: Colm Meaney, Fred Willard, Kevin P. Farley
**Under license from Vision Films Inc. All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#HappyStPatricksDay #MovieCentral #FreeYouTubeMovies",rci7BHiJ3s4,1,1h 30m 15s,Comedy
231,The Zombie Farm | Full Fantasy Horror Movie | Adriana Cataño | Nadia Rowinsky,"***This film is under non-exclusive license from VMI Worldwide. All rights reserved.***

The Zombie Farm - The undead are reborn when voodoo an uprising of zombies in small town America. A voodoo priestess raises a zombie horde to exact her personal revenge.

2009
Stars: Adriana Cataño, Nadia Rowinsky, Khotan Fernandez

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",uIfbMKwZb1A,1,1h 29m 32s,Horror
232,They Remain | Full Haunting Thriller Movie,"**This film is under non-exclusive license from Giant Interactive. All rights reserved.** 

They Remain - Two scientists are sent on a mission to investigate strange occurrences on land once occupied by a thrill kill cult. As weeks of isolation pass, they realize they are unable to trust the wilderness around them, the corporation that sent them there or even themselves. From the writer of “Europa Report”; based on Laird Barron’s haunting novella.

2020
Stars: Rebecca Henderson, William Jackson Harper

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",bi5p0kgj9tM,1,1h 40m 48s,Thriller
233,Thug Love | Full Romantic Drama Movie,"**This film is under non-exclusive license from MVD Entertainment Group. All rights received** 

Thug Love - She had the perfect life...she wanted more. A divorcee has a fling with a thuggish and well-muscled younger guy, leading to all kinds of havoc in her personal and professional life.

2021
Stars: Millena Gay, Robert G. Brewer, Tabitha Brown

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",IrNoaNt-hS0,1,1h 21m 3s,"Drama, Romance"
234,Tie The Knot | 2016 Romantic Comedy | Full Movie,"**This film is under license from Vision Films Inc. All rights reserved**

Tie The Knot - The hysterical cross cultural journey of hearts.

Stars: Tara Reid, Karishma Ahluwalia, Parvesh Cheena

★ Awesome Movies 

Welcome to the Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under license from various copyright holders. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

★ Buy some items from our merch store - 
https://teespring.com/stores/classic-movies-channel

#FreeFullMovies. #MovieCentral #FreeRomComs #TaraReidMovies",_2lHqt73f04,1,1h 31m 18s,"Comedy, Romance"
235,Total Eclipse (Fall of Hyperion) | Full Movie | Action Disaster,"Total Eclipse (Fall of Hyperion) - A NASA scientist discovers that their manned space station has been struck by a meteor. The station is now hurtling towards Los Angeles, carrying with it a secret nuclear reactor, putting million of lives at risk.
2008. Stars: Johnny Hotel Albergo, Jon Briddell, Traber Burns
**Under license from Vision Films Inc. All rights reserved**

*SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

MORE FULL MOVIES - FREE on YouTube!

 Free Action Movies: https://bit.ly/3uMwRxq
 Free Sci-Fi Movies: https://bit.ly/3o3lLAm
 Free Horror Movies: https://bit.ly/3aBBt2J
 Free Asylum Movies: https://bit.ly/3cipzeI
 Free Crime/Thriller: https://bit.ly/3o01prJ
 Free Drama Movies: https://bit.ly/3Pu4mN9
 Free Comedy Movies: https://bit.ly/3IE0wPd
 Free Western Movies: https://bit.ly/3RqTX6u
 Free Adventure Movies: https://bit.ly/3yHolAT
 MOVIE CENTRAL Channel: https://bit.ly/3o27Fze

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",9I66lnhFLh4,1,1h 26m 24s,"Action, Adventure"
236,Treasure | Full Drama Movie | Ansley Gordon,"Treasure - A new friendship with a geocacher has troublemaker Erica (Ansley Gordon) wondering what is the meaning of life, and where can she find it?
2017.  Stars: Matt Mercurio, Ansley Gordon, Emalie Noelani
**Under non-exclusive license from Leomark Studios. All rights reserved.**

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",s7cAXdEYM7E,1,1h 29m 19s,Drama
237,Twenty Million People | Full Romantic Comedy Movie,"Twenty Million People - Brian enlists the help of his broken-hearted best friend and the imaginary characters from the cliché romantic comedy to find her, only to discover that her relationship status may be more complicated than it seemed.

2013.  Stars: Michael Ferrell, Devin Sanchez, Chris Prine
Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",7R_2E3Y00Zk,1,1h 14m 7s,"Comedy, Romance"
238,Twisted Pieces | Freaky Thriller Movie | Halloween!,"**This film is under license from Factory Film Studio. All rights reserved**

Twisted Pieces - A vengeful ex-soldier pits his wits against a demonic surgeon who abducts people and sells specially preserved trophies - human pieces - to the highest bidder.

2015
Stars: Robert Nolan, Sandra DaCosta, Ry Barrett

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #HalloweenMovies2021 #FreeYouTubeMovies",6c19V-VTYNo,1,1h 17m 6s,Thriller
239,Ultimate Justice | Full Movie | Action Thriller,"**This film is under license from Vision Films Inc. All rights reserved**

Ultimate Justice - When a family member of one of their own is attacked, a team of former elite soldiers are called back into action and a ruthless game is set in motion.

Stars: Mark Dacascos, Brandon Rhea, Matthias Hues

★ Awesome Movies 

Welcome to the Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under license from various copyright holders. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

★ Buy some items from our merch store - 
https://teespring.com/stores/classic-movies-channel

#FullFreeMovies #FullActionMovies #FreeYouTubeMovies",m2EDg4_YUEs,1,1h 33m 16s,Action
240,USS Seaviper | Full Action War Movie | WW2 Submarines,"USS Seaviper - The Captain of USS Seaviper must go ashore to conduct reconnaissance on an island near Sumatra, but the ship is left in the hands of Mister Cutter, after the Executive Officer is injured in battle. A conflict between Cutter and the Chief of the Boat puts the submarine in jeopardy.  Seaviper is trapped below the surface, with decreasing oxygen, and a Japanese destroyer hunting them from above. Damage to the boat also leave her survival in question. They must fight the Japanese destroyer and get the information about U-235 back to Pearl Harbor.  *SUBSCRIBE to MOVIE CENTRAL!* - https://bit.ly/3mRDJox 
**Under non-exclusive license from Framerate Technologies LLC.  All rights reserved**
2012. Stars: Tim Large, Jeremy King, Robb Maus

Welcome to Movie Central. Subscribe and watch more Awesome Movies! 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All of the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",SrWloM47vGo,1,1h 42m 44s,Action
241,Vanished | Full Psychological Thriller Movie,"**This film is under non-exclusive license from Bounty Entertainment.  All rights reserved**

Vanished - A woman searches for many years to exact revenge on a kidnapper. A psychological thriller that examines how far a person would go if pushed to the extreme.

2011
Stars: Cassandra Magrath, Carolyn Bock, Stephen Carracher

Welcome to Movie Central. Subscribe and watch more Awesome Movies. 
https://www.youtube.com/channel/UCGBzBkV-MinlBvHBzZawfLQ/playlists

** All the content on this channel is under legal license from various copyright holders and distributors. We ask you to please contact us if you believe there are any copyright issues via - you_tube@valleyarm.com  **

#FullFreeMovies #MovieCentral #FreeYouTubeMovies",6l0hCI6KcEg,1,1h 33m 26s,Thriller
